Year,Actor,Movie,Songs,Singer,Music Director,Director
1977,Rajini,Kavikuyil,Chinna Kannan Azhaikiran,Balamurali Krishna,Ilayaraja,Devaraj-Mohan
1977,Rajini,Bhuvana Oru Kelvikuri,Vizhiyile Malarndhadu,SPB,Ilayaraja,SP Muthuraman
1977,Rajini,Bhuvana Oru Kelvikuri,Raja Enbar,"SPB, Janaki",Ilayaraja,SP Muthuraman
1978,Rajini,Mullum Malarum,Senthalam Poovil,KJ Yesudas,Ilayaraja,Mahendran 
1978,Rajini,Mullum Malarum,Raman Aandalum,SPB,Ilayaraja,Mahendran 
1978,Rajini,Priya,En Uyir Nee Thane,"KJ Yesudas, Jency",Ilayaraja,SP Muthuraman
1978,Rajini,Priya,Ye Paadal Ondru,"KJ Yesudas, S Janaki",Ilayaraja,SP Muthuraman
1978,Rajini,Priya,Akarai Cheemai,KJ Yesudas,Ilayaraja,SP Muthuraman
1979,Rajini,Dharma Yuddham,Oru Thanga Rathathil,Malaysia Vasudevan,Ilayaraja,
1979,Rajini,Dharma Yuddham,Aagaya Gangai,"Malaysia Vasudevan, S Janaki",Ilayaraja,
1979,Rajini,6 il irndhu 60 varai,Kanmaniye Kadhal Enbadhu,"SPB, S Janaki",Ilayaraja,SP Muthuraman
1980,Rajini,Billa,My Name is Billa,SPB,MSV,
1980,Rajini,Billa,Vethalaya Potendi,Malaysia Vasudevan,MSV,
1980,Rajini,Anbuku Naan Adimai,Kaathodu Poovurasa,"SPB, P Susheela",Ilayaraja,
1980,Rajini,Johny,En Vanilay,Jency,Ilayaraja,Mahendran 
1980,Rajini,Johny,Kaatril Enthan, S Janaki,Ilayaraja,Mahendran 
1980,Rajini,Johny,Aasaiye Kaathula,Shailaja,Ilayaraja,Mahendran 
1980,Rajini,Johny,Oru Iniya Manathu,Sujatha,Ilayaraja,Mahendran 
1980,Rajini,Polladhavan,Naan Polladhavan,SPB,MSV,
1980,Rajini,Murattu Kaalai,Pothuvaga En Manasu,Malaysia Vasudevan,Ilayaraja,SP Muthuraman
1981,Rajini,Thillu Mullu,Thillu Mullu,SPB,MSV,K Balachander
1981,Rajini,Thillu Mullu,Raagangal Padhinaru,SPB,MSV,K Balachander
1981,Rajini,Netrikan,Ramanin Mohanam,"KJ Yesudas, S Janaki",Ilayaraja,SP Muthuraman
1982,Rajini,Thanikatu Raja,Sandana Katre,"SPB, S Janaki",Ilayaraja,
1982,Rajini,Thanikatu Raja,Rasave Unna Naan,Shailaja,Ilayaraja,
1982,Rajini,Ranga,Pattukotai Ammalu,"SPB, Malaysia Vasudevan",Shankar-Ganesh,
1982,Rajini,PuthuKavithai,Vellai Pura Ondru,"KJ Yesudas, S Janaki",Ilayaraja,SP Muthuraman
1982,Rajini,PuthuKavithai,Vaa Vaa Vasanthamey,Malaysia Vasudevan,Ilayaraja,SP Muthuraman
1983,Rajini,Thanga Magan,Raathiriyil Poothirukum,"SPB, S Janaki",Ilayaraja,A Jaganathan
1983,Rajini,Thanga Magan,Vaa Vaa Pakkam Vaa,"SPB, Vani Jayaram",Ilayaraja,A Jaganathan
1983,Rajini,Adutha Varisu,Pesa Koodadhu,"SPB, P Susheela",Ilayaraja,SP Muthuraman
1983,Rajini,Adutha Varisu,Aasai Nooru Vagai,Malaysia Vasudevan,Ilayaraja,SP Muthuraman
1984,Rajini,Anbulla Rajinikanth,Kadavul Ullame,Latha Rajinikanth,Ilayaraja,
1984,Rajini,Thambiku Endha Ooru,Kadhalin Deepam Ondru,SPB,Ilayaraja,Rajasekhar
1984,Rajini,Nallavanuku Nallavan,Unnaithane Thanjam,KJ Yesudas,Ilayaraja,SP Muthuraman
1984,Rajini,Nallavanuku Nallavan,Chittuku Chella Chituku,KJ Yesudas,Ilayaraja,SP Muthuraman
1984,Rajini,Nallavanuku Nallavan,Vechukava Unna Mattum,"KJ Yesudas, S Janaki",Ilayaraja,SP Muthuraman
1985,Rajini,Naan Sigappu Manithan,Penn Maaney Sangeetham,"SPB, S Janaki",Ilayaraja,
1985,Rajini,Sri Ragavendar,Aadal Kalaiye,KJ Yesudas,Ilayaraja,SP Muthuraman
1985,Rajini,Sri Ragavendar,Azhaikiraan Maathavan,KJ Yesudas,Ilayaraja,SP Muthuraman
1985,Rajini,Padikadavan,Oora Therinjukiten,KJ Yesudas,Ilayaraja,Rajasekhar
1985,Rajini,Padikadavan,Oru Kootu,Malaysia Vasudevan,Ilayaraja,Rajasekhar
1986,Rajini,Mr Bharath,Ennama Kannu,"Malaysia Vasudevan, SPB",Ilayaraja,SP Muthuraman
1986,Rajini,Naan Adimai Ilai,Oru Jeevandhan,"SPB, S Janaki",Vijay Anand,
1987,Rajini,Velaikaran,Pethu Eduthavan,Malaysia Vasudevan,Ilayaraja,SP Muthuraman
1987,Rajini,Velaikaran,Va Va Va Kanna,"Mano, Chitra",Ilayaraja,SP Muthuraman
1987,Rajini,Velaikaran,Velai Ilathavan,Mano ,Ilayaraja,SP Muthuraman
1988,Rajini,Dharmathin Thalaivan,Thenmadurai Vaigai,"SPB, Malaysia Vasudevan, P Susheela",Ilayaraja,SP Muthuraman
1989,Rajini,Rajathi Raja,Meenama Meenama,"Mano, Chitra",Ilayaraja,R Sundarajan
1989,Rajini,Rajathi Raja,Mama Un Ponna,SPB,Ilayaraja,R Sundarajan
1989,Rajini,Rajathi Raja,Malaiyala Karai,Mano,Ilayaraja,R Sundarajan
1989,Rajini,Rajathi Raja,Enkitta Modhadhe,"Mano, Chitra",Ilayaraja,R Sundarajan
1989,Rajini,Rajathi Raja,Vaa Vaa Manjal Malare,"Mano, Shailaja",Ilayaraja,R Sundarajan
1989,Rajini,Raja Chinna Roja,Superstaru Yaaru,"SPB, Shailaja",Chandrabose,SP Muthuraman
1990,Rajini,Panakaran,Nooru Varusham,Mano,Ilayaraja,P Vasu
1991,Rajini,Dharmadurai,Maasi Maasam,"KJ Yesudas, Swarnalatha",Ilayaraja,Rajasekhar
1991,Rajini,Dharmadurai,Santhaiku Vandha Killi,"SPB, S Janaki",Ilayaraja,Rajasekhar
1991,Rajini,Dharmadurai,Aanena Pennena,SPB,Ilayaraja,Rajasekhar
1991,Rajini,Thalapathi,Sundari Kannal Oru Seidhi,"SPB, S Janaki",Ilayaraja,Mani Ratnam
1991,Rajini,Thalapathi,Yamunai Aatrile,Mitali Banerjee,Ilayaraja,Mani Ratnam
1991,Rajini,Thalapathi,Rakkama Kaiya Thattu,"SPB, Swarnalatha",Ilayaraja,Mani Ratnam
1991,Rajini,Thalapathi,Kaatu Kuyilu,"KJ Yesudas, SPB",Ilayaraja,Mani Ratnam
1991,Rajini,Thalapathi,Chinna Thai Aval,S Janaki,Ilayaraja,Mani Ratnam
1991,Rajini,Thalapathi,Margazhithan,"SPB, Swarnalatha",Ilayaraja,Mani Ratnam
1991,Rajini,Thalapathi,Putham Puthu Poo,"KJ Yesudas, S Janaki",Ilayaraja,Mani Ratnam
1992,Rajini,Mannan,Kumthalakadi,SPB,Ilayaraja,P Vasu
1992,Rajini,Mannan,Amma Endru,KJ Yesudas,Ilayaraja,P Vasu
1992,Rajini,Annamalai,Vanthenda Palkaran,SPB,Deva,Suresh Krishna
1992,Rajini,Annamalai,Vetri Nichayam,SPB,Deva,Suresh Krishna
1992,Rajini,Annamalai,Rekkai Katti,"SPB, Chitra",Deva,Suresh Krishna
1992,Rajini,Pandian,Pandiyanin Rajiyathil,"Mano, Chitra",Ilayaraja,SP Muthuraman
1992,Rajini,Pandian,Anbe Nee Enaa,"Mano, Chitra",Ilayaraja,SP Muthuraman
1993,Rajini,Yajaman,Aalapol Velapol,"SPB, Chitra",Ilayaraja,RV Udhaykumar
1993,Rajini,Yajaman,Nilave Mugam,"SPB, S Janaki",Ilayaraja,RV Udhaykumar
1993,Rajini,Yajaman,Oru Naalum,"SPB, S Janaki",Ilayaraja,RV Udhaykumar
1993,Rajini,Uzhaipali,Oru Kola Kili,"SPB, Chitra",Ilayaraja,P Vasu
1993,Rajini,Uzhaipali,Oru Maina Maina,"Mano, Chitra",Ilayaraja,P Vasu
1993,Rajini,Uzhaipali,Uzhaippali Illatha,Mano,Ilayaraja,P Vasu
1994,Rajini,Veera,Malai Kovil Vasalil,"Mano, Swarnalatha",Ilayaraja,Suresh Krishna
1994,Rajini,Veera,Madathile Kanni,"SPB, Swarnalatha",Ilayaraja,Suresh Krishna
1994,Rajini,Veera,Konji Konji,SPB,Ilayaraja,Suresh Krishna
1995,Rajini,Baasha,Naan Autokaran,SPB,Deva,Suresh Krishna
1995,Rajini,Baasha,Style Style Than,"SPB, Chitra",Deva,Suresh Krishna
1995,Rajini,Baasha,Azhagu Azhagu,"SPB, Chitra",Deva,Suresh Krishna
1995,Rajini,Muthu,Oruvan Oruvan,SPB,AR Rahman,KS Ravikumar
1995,Rajini,Muthu,Kuluvayile,"Udit Narayan, Chitra",AR Rahman,KS Ravikumar
1995,Rajini,Muthu,Thilana Thilana,"Mano, Sujatha",AR Rahman,KS Ravikumar
1995,Rajini,Muthu,Vidukathaiya,Hariharan,AR Rahman,KS Ravikumar
1997,Rajini,Arunachalam,Athanda Ithanda,SPB,Deva,Sundar C
1997,Rajini,Arunachalam,Singam Ondru,Malaysia Vasudevan,Deva,Sundar C
1999,Rajini,Padayappa,En Peru Padayappa,SPB,AR Rahman,KS Ravikumar
1999,Rajini,Padayappa,Minsara Kanna,"Srinivas, Nithyashree",AR Rahman,KS Ravikumar
1999,Rajini,Padayappa,Suthi Suthi,"SPB, Harini",AR Rahman,KS Ravikumar
1999,Rajini,Padayappa,Vetri Kodi,Palakad Sreeram,AR Rahman,KS Ravikumar
1999,Rajini,Padayappa,Kikku Yerudhey,"Mano, Febi Mani",AR Rahman,KS Ravikumar
2002,Rajini,Baba,Sakthi Kodu,Karthik,AR Rahman,Suresh Krishna
2005,Rajini,Chandramukhi,Athinthom,SPB,Vidyasagar,P Vasu
2005,Rajini,Chandramukhi,Annanoda Paatu,"KK, Karthik, Sujatha",Vidyasagar,P Vasu
2005,Rajini,Chandramukhi,Devuda,SPB,Vidyasagar,P Vasu
2007,Rajini,Sivaji,Ballelaka,SPB,AR Rahman,Shankar
2007,Rajini,Sivaji,Sahana ,"Udit Narayan, Chinmayi",AR Rahman,Shankar
2010,Rajini,Enthiran,Irumbile Oru Idhayam,"AR Rahman, Kash Krissy",AR Rahman,Shankar
2010,Rajini,Enthiran,Arima Arima,"Hariharan, Sadhana Sargam",AR Rahman,Shankar
2010,Rajini,Enthiran,Kadhal Annukal,"Vijay Prakash, Shreya Ghoshal",AR Rahman,Shankar
2014,Rajini,Kochadaiyan,Enge Pogudho Vanam,SPB,AR Rahman,
2014,Rajini,Kochadaiyan,Manamaganin Sathyam,Haricharan,AR Rahman,
2014,Rajini,Lingaa,Unmai Oru Naal,Haricharan,AR Rahman,KS Ravikumar
2016,Rajini,Kabali,Maya Nadhi,"Pradeep Kumar, Shwetha Mohan",Santhosh Narayanan,Pa Ranjith
2016,Rajini,Kabali,Nerupuda,Arunraja Kamaraj,Santhosh Narayanan,Pa Ranjith
2018,Rajini,Kaala,Kannama,Pradeep Kumar,Santhosh Narayanan,Pa Ranjith
2018,Rajini,2.o,Pullinangal,Bamba Bakya,AR Rahman,Shankar
2019,Rajini,Petta,Marana Mass,"SPB, Anirudh",Anirudh,Karthik Subburaj
2019,Rajini,Petta,Ilamai Thirumbudhe,Anirudh,Anirudh,Karthik Subburaj
2019,Rajini,Petta,Ulalla,"Nakash Aziz, Inno Genga",Anirudh,Karthik Subburaj
2019,Rajini,Petta,Petta Parak,Anirudh,Anirudh,Karthik Subburaj
2020,Rajini,Darbar,Thani Vazhi,"Anirudh, Yogi B",Anirudh,AR Murugadoss
2020,Rajini,Darbar,Chumma Kizhi,"SPB, Anirudh",Anirudh,AR Murugadoss
2020,Rajini,Jailer,Hukum,Anirudh,Anirudh,Nelson
1974,Kamal,Aval Oru Thodarkadhai,Kadavul Amaithuvaitha,SPB,MSV,K Balachander
1974,Kamal,Aval Oru Thodarkadhai,Dheivam Thandha,KJ Yesudas,MSV,K Balachander
1975,Kamal,Apoorva Ragangal,Athisaya Ragam,KJ Yesudas,MSV,K Balachander
1975,Kamal,Apoorva Ragangal,Kelviyin Nayagane,Vani Jayaram,MSV,K Balachander
1975,Kamal,Apoorva Ragangal,Yezhu Swarangalil,Vani Jayaram,MSV,K Balachander
1976,Kamal,Manmadha Leelai,Manaivi Amaivadhelam,KJ Yesudas,MSV,K Balachander
1976,Kamal,Manmadha Leelai,Nathamenum Kovil,Vani Jayaram,MSV,K Balachander
1976,Kamal,Oru Oodhappu Kan,Nalla Manam Vaazhga,KJ Yesudas,V Dakshinamoorthy,SP Muthuraman
1976,Kamal,Kumara Vijayam,Kani Rasi,"KJ Yesudas, P Susheela",G Devarajan,A Jaganathan
1977,Kamal,16 Vayadhinile,Sendhoora Poove,S Janaki,Ilayaraja,Bharathiraja
1977,Kamal,16 Vayadhinile,Aatukutti,"Malaysia Vasudevan, S Janaki",Ilayaraja,Bharathiraja
1978,Kamal,Nizhal Nijamagirathu,Kamban Emandhan,SPB,MSV,K Balachander
1978,Kamal,Nizhal Nijamagirathu,Ilakanam Maarudho,"SPB, Vani Jayaram",MSV,K Balachander
1978,Kamal,Ilamai Oonjal Aadukiradhu,Ennadi Meenakshi,SPB,Ilayaraja,CV Sridhar
1978,Kamal,Ilamai Oonjal Aadukiradhu,Ore Naal Unnai Naan,"SPB, Vani Jayaram",Ilayaraja,CV Sridhar
1978,Kamal,Ilamai Oonjal Aadukiradhu,Thani Karuthuruchu,Malaysia Vasudevan,Ilayaraja,CV Sridhar
1978,Kamal,Sattam En Kaiyil,Sorgam Madhuvile,SPB,Ilayaraja,
1978,Kamal,Sigapu Rojakal,Ninaivo Oru Paravai,"Kamal, S Janaki",Ilayaraja,Bharathiraja
1978,Kamal,Aval Apdidhan,Uravugal Thodarkadhai,KJ Yesudas,Ilayaraja,
1978,Kamal,Aval Apdidhan,Paneer Pushpangale,Kamal ,Ilayaraja,
1979,Kamal,Ninaithale Inikum,Engeyum Epodhum,SPB,MSV,K Balachander
1980,Kamal,Ulasa Paravaigal,Germaniyin Senthen,"SPB, S Janaki",Ilayaraja,
1980,Kamal,Guru,Perai Sollava,"SPB, S Janaki",Ilayaraja,
1980,Kamal,Guru,Endhan Kannil,S Janaki,Ilayaraja,
1980,Kamal,Varumai Niram Sigappu,Sippi Irukuthu,"SPB, S Janaki",MSV,K Balachander
1980,Kamal,Varumai Niram Sigappu,Nalladhor Veenai,SPB,MSV,K Balachander
1980,Kamal,Varumai Niram Sigappu,Theertha Karayinile,SPB,MSV,K Balachander
1981,Kamal,Raja Parvai,Andhi Mazhai,"SPB, S Janaki",Ilayaraja,Singeetam Srinivas Rao
1981,Kamal,Kadal Meengal,Thalatudhe Vaanam,"Jayachandran, S Janaki",Ilayaraja,
1981,Kamal,Tik Tik Tik,Idhu Oru Nila Kaalam,"S Janaki, TV Gopal",Ilayaraja,Bharathiraja
1981,Kamal,Tik Tik Tik,Netru Indha Neram,Latha Rajinikanth,Ilayaraja,Bharathiraja
1982,Kamal,Vaazhvey Mayam,Devi Sridevi,"SPB, Vani Jayaram",Gangai Amaran,
1982,Kamal,Vaazhvey Mayam,Neela Vaana Odayil,SPB,Gangai Amaran,
1982,Kamal,Vaazhvey Mayam,Vaazhvey Mayam,KJ Yesudas,Gangai Amaran,
1982,Kamal,Vaazhvey Mayam,Mazhai Kaala Megam,"SPB, Vani Jayaram",Gangai Amaran,
1982,Kamal,Moondram Pirai,Kanne Kalaimane,KJ Yesudas,Ilayaraja,Balu Mahendra
1982,Kamal,Moondram Pirai,Poongatru Pudhidhanadhu,KJ Yesudas,Ilayaraja,Balu Mahendra
1982,Kamal,Simla Special,Unakena Mele,SPB,MSV,
1982,Kamal,Sakalakala Vallavan,Ilamai Idho Idho,SPB,Ilayaraja,SP Muthuraman
1982,Kamal,Sakalakala Vallavan,Nila Kayuthu,"Malaysia Vasudevan, S Janaki",Ilayaraja,SP Muthuraman
1983,Kamal,Salangai Oli,Mounamana Neram,"SPB, S Janaki",Ilayaraja,K Vishwanath
1983,Kamal,Salangai Oli,Natha Vinothangal,"SPB, Shailaja",Ilayaraja,K Vishwanath
1983,Kamal,Salangai Oli,Thakita Thadhimi,SPB,Ilayaraja,K Vishwanath
1983,Kamal,Salangai Oli,Vedham Anuvilum,"SPB, Shailaja",Ilayaraja,K Vishwanath
1983,Kamal,Thoongadhey Thambi,Varuthu Varuthu,"SPB, S Janaki",Ilayaraja,SP Muthuraman
1983,Kamal,Thoongadhey Thambi,Naanaga Naan Illai,SPB,Ilayaraja,SP Muthuraman
1985,Kamal,Oru Kaidhiyin Diary,Ponmane Kovam Yeno,"Unni Menon, Uma Ramanan",Ilayaraja,Bharathiraja
1985,Kamal,Kakki Sattai,Kanmaniye Pesu,"SPB, S Janaki",Ilayaraja,Rajasekhar
1985,Kamal,Kakki Sattai,Singari Saraku,SPB,Ilayaraja,Rajasekhar
1985,Kamal,Kakki Sattai,Poo Pota Dhavani,"SPB, S Janaki",Ilayaraja,Rajasekhar
1985,Kamal,Kakki Sattai,Vaanile Thenila,"SPB, S Janaki",Ilayaraja,Rajasekhar
1985,Kamal,Uyarndha Ullam,Enge En Jeevane,"KJ Yesudas, S Janaki",Ilayaraja,SP Muthuraman
1985,Kamal,Uyarndha Ullam,Vanthal Mahalakshmiye,SPB,Ilayaraja,SP Muthuraman
1986,Kamal,Vikram,Vikram Vikram,"Kamal, S Janaki",Ilayaraja,Rajasekhar
1986,Kamal,Vikram,Vanithamani,"SPB, S Janaki",Ilayaraja,Rajasekhar
1986,Kamal,Vikram,En Jodi Manja Kuruvi,"SPB, Chitra, Shailaja",Ilayaraja,Rajasekhar
1986,Kamal,Punnagai Mannan,Edhedho Ennam Valarthen,Chitra,Ilayaraja,K Balachander
1986,Kamal,Punnagai Mannan,Enna Satham Indha Neram,SPB,Ilayaraja,K Balachander
1986,Kamal,Punnagai Mannan,Vaan Megam,Chitra,Ilayaraja,K Balachander
1986,Kamal,Punnagai Mannan,Singalathu Chinnakuyile,"SPB, Chitra",Ilayaraja,K Balachander
1986,Kamal,Punnagai Mannan,Kaala Kaalamaaga,"SPB, Chitra",Ilayaraja,K Balachander
1986,Kamal,Punnagai Mannan,Kavithai Kelungal Karuvil,"Vani Jayaram, Jayachandran",Ilayaraja,K Balachander
1987,Kamal,Kadhal Parisu,Koo Koo Endru Kuyil,"SPB, S Janaki",Ilayaraja,A Jaganathan
1987,Kamal,Nayakan,Naan Sirithal,"Jamuna Rani, MS Rajeswari",Ilayaraja,Mani Ratnam
1987,Kamal,Nayakan,Thenpandi Cheemayile,Kamal,Ilayaraja,Mani Ratnam
1987,Kamal,Nayakan,Nee Oru Kadhal Sangeetham,"Mano, Chitra",Ilayaraja,Mani Ratnam
1987,Kamal,Nayakan,Andhi Mazhai Megam,"TL Maharajan, P Susheela",Ilayaraja,Mani Ratnam
1987,Kamal,Nayakan,Nila Adhu Vanathumele,Ilayaraja,Ilayaraja,Mani Ratnam
1988,Kamal,Sathya,Valaiosai ,"SPB, Latha Mangeskar",Ilayaraja,Suresh Krishna
1988,Kamal,Unnal Mudiyum Thambi,Ithazhil Kadhai,"SPB, Chitra",Ilayaraja,K Balachander
1989,Kamal,Apoorva Sagodhargal,Raja Kaiya Vecha,Kamal,Ilayaraja,Singeetam Srinivas Rao
1989,Kamal,Apoorva Sagodhargal,Pudhu Mapplaiku,"SPB, Shailaja",Ilayaraja,Singeetam Srinivas Rao
1989,Kamal,Apoorva Sagodhargal,Unna Nenachen,SPB,Ilayaraja,Singeetam Srinivas Rao
1989,Kamal,Apoorva Sagodhargal,Annathae Aadurar,SPB,Ilayaraja,Singeetam Srinivas Rao
1989,Kamal,Apoorva Sagodhargal,Vazhavaikum Kadhaluku Jey,"SPB, S Janaki",Ilayaraja,Singeetam Srinivas Rao
1989,Kamal,Vetri Vizha,Marugo Marugo,"SPB, Chitra",Ilayaraja,
1989,Kamal,Vetri Vizha,Poongatru Un Per Solla,"SPB, Chitra",Ilayaraja,
1990,Kamal,MichealMadhanaKamarajan,Kadha Kelu ,"Ilayaraja, Deva",Ilayaraja,Singeetam Srinivas Rao
1990,Kamal,MichealMadhanaKamarajan,Rum Bum Bum,"SPB, Chitra",Ilayaraja,Singeetam Srinivas Rao
1990,Kamal,MichealMadhanaKamarajan,Sundari Neeyum Sundaran,"Kamal, S Janaki",Ilayaraja,Singeetam Srinivas Rao
1990,Kamal,MichealMadhanaKamarajan,Siva Raathiri,"Mano, Chitra",Ilayaraja,Singeetam Srinivas Rao
1990,Kamal,MichealMadhanaKamarajan,Vechalum Vekama Ponalum,"Malaysia Vasudevan, S Janaki",Ilayaraja,Singeetam Srinivas Rao
1991,Kamal,Guna,Kanmani Anbodu Kadhalan,"Kamal, S Janaki",Ilayaraja,
1991,Kamal,Guna,Paartha Vizhi,KJ Yesudas,Ilayaraja,
1992,Kamal,Singaravelan,Innum Ennai Enna,"SPB, S Janaki",Ilayaraja,RV Udhaykumar
1992,Kamal,Singaravelan,Pottu Vaitha Kadhal,Kamal,Ilayaraja,RV Udhaykumar
1992,Kamal,Singaravelan,Sonnapadi Kelu,Kamal,Ilayaraja,RV Udhaykumar
1992,Kamal,Thevar Magan,Potri Padadi,Mano,Ilayaraja,
1992,Kamal,Thevar Magan,Sandhu Pottu,"SPB, Kamal",Ilayaraja,
1992,Kamal,Thevar Magan,Inji Idupazhaghi,S Janaki,Ilayaraja,
1992,Kamal,Thevar Magan,Vaanam Thottu,SPB,Ilayaraja,
1993,Kamal,Kalaignan,Endhan Nenjil,"KJ Yesudas, S Janaki",Ilayaraja,
1994,Kamal,Nammavar,Sorgam Enbathu Namaku,"Srinivas, Swarnalatha",Mahesh,
1994,Kamal,Mahanadi,Sri Ranga,"SPB, Uma Ramanan, Shobana",Ilayaraja,
1995,Kamal,Sathi Leelavathi,Maharajanodu,"Unni Krishnan, Chitra",Ilayaraja,Balu Mahendra
1995,Kamal,Sathi Leelavathi,Marugo  ,"Kamal, Chitra",Ilayaraja,Balu Mahendra
1996,Kamal,Indian,Maya Machindra,"SPB, Swarnalatha",AR Rahman,Shankar
1996,Kamal,Indian,Pachai Kiligal,"KJ Yesudas, Nirmala",AR Rahman,Shankar
1996,Kamal,Indian,Telephone Manipol,"Hariharan, Harini, Srinivas",AR Rahman,Shankar
1996,Kamal,Indian,Kappaleri Poyachu,"SPB, P Susheela",AR Rahman,Shankar
1996,Kamal,Avvai Shanmughi,Rukku Rukku,"Kamal, Sujatha",Deva,KS Ravikumar
1996,Kamal,Avvai Shanmughi,Kadhala Kadhala,"Hariharan, Sujatha",Deva,KS Ravikumar
1998,Kamal,Kaadhala Kaadhala,Kaasumela Kasuvandhu,"Kamal, Udit Narayanan",Karthik Raja,Singeetam Srinivas Rao
2000,Kamal,Hey Ram,Ram Ram,"Kamal, Shruthi",Ilayaraja,Kamal 
2000,Kamal,Hey Ram,Nee Partha,"Asha Bhonsle, Hariharan",Ilayaraja,Kamal 
2000,Kamal,Hey Ram,Isaiyil Thodangudama,Ajoy Chakraborthy,Ilayaraja,Kamal 
2000,Kamal,Thenali,Alangati Mazhai,"Kamal, Srinivas, Sujatha",AR Rahman,KS Ravikumar
2002,Kamal,Panchathanthiram,Vandhen Vandhen,"Sujatha, Nithyashree",Deva,KS Ravikumar
2003,Kamal,Anbe Sivam,Anbe Sivam ,"Kamal, Karthik",Vidyasagar,Sundar C
2003,Kamal,Anbe Sivam,Mouname Parvayai,SPB,Vidyasagar,Sundar C
2003,Kamal,Anbe Sivam,Naatukoru Seithi,Kamal,Vidyasagar,Sundar C
